AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT5G27320	GID1C	359.02	-0.13378	0.1407	-0.95081	0.3417	0.99997	full_name=GA INSENSITIVE DWARF1C. alpha/beta-Hydrolases superfamily protein. Encodes a gibberellin (GA) receptor ortholog of the rice GA receptor gene (OsGID1). Has GA-binding activity, showing higher affinity to GA4. Interacts with DELLA proteins in vivo in the presence of GA4.
AT5G27395		234.69	0.15266	0.16057	0.9507	0.34176	0.99997	Mitochondrial inner membrane translocase complex, subunit Tim44-related protein.
AT3G01715	U1-6	35.087	0.43395	0.45647	0.95065	0.34178	0.99997	U1.
AT1G75140		371.35	0.13648	0.14361	0.95032	0.34195	0.99997	membrane protein.
AT5G36950	DEG10	190.63	0.16744	0.17624	0.9501	0.34206	0.99997	full_name=degradation of periplasmic proteins 10. DegP protease 10. Encodes a putative DegP protease.
AT1G18060	FBN-LIKE	54.631	-0.28083	0.29563	-0.94997	0.34213	0.99997	microbial collagenase.
AT1G22403		53.365	0.28766	0.30285	0.94983	0.3422	0.99997	other_RNA.
AT4G28990		62.094	0.27509	0.28966	0.94969	0.34227	0.99997	RNA-binding protein-like protein.
AT3G27300	G6PD5	736.97	-0.10135	0.10672	-0.94967	0.34228	0.99997	full_name=glucose-6-phosphate dehydrogenase 5. glucose-6-phosphate dehydrogenase 5.
AT1G28520	VOZ1	482.43	-0.13254	0.13957	-0.94961	0.34231	0.99997	full_name=vascular plant one zinc finger protein. vascular plant one zinc finger protein.
AT1G20030		37.325	-0.35737	0.37635	-0.94959	0.34232	0.99997	Pathogenesis-related thaumatin superfamily protein.
AT1G50370	FYPP1	345.22	0.13084	0.1378	0.94943	0.3424	0.99997	full_name=flower- specific, phytochrome-associated protein phosphatase 1. Calcineurin-like metallo-phosphoesterase superfamily protein.
AT3G06930	PRMT4B	261.64	0.14285	0.15048	0.94928	0.34248	0.99997	full_name=protein arginine methyltransferase 4B. protein arginine methyltransferase 4B. Encodes an type I protein arginine methyltransferase. PRMT4b can catalyze the asymmetric dimethylation of arginines 2,17, and 26 on histone 3 and can also methylate myelin basic protein in vitro. Double mutants lacking PRMT4a and 4b have reduced levels of histone 3 methylated at R17. These double mutants flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.
AT4G25340	FKBP53	1964	-0.090192	0.095021	-0.94917	0.34253	0.99997	full_name=FK506 BINDING PROTEIN 53. FK506 BINDING PROTEIN 53. Encodes a member of the FKBP-type immunophilin family that functions as a histone chaparone. Binds to 18S rDNA and represses its expression.
AT3G21280	UBP7	236.86	0.16031	0.16892	0.94901	0.34262	0.99997	full_name=ubiquitin-specific protease 7. ubiquitin carboxyl-terminal hydrolase. Encodes a ubiquitin-specific protease.
AT1G76810	EIF5B1	2756.7	-0.075329	0.079378	-0.94898	0.34263	0.99997	eukaryotic translation initiation factor 2 (eIF-2) family protein.
AT4G37880		423.56	0.11879	0.12525	0.94846	0.34289	0.99997	LisH/CRA/RING-U-box domains-containing protein.
AT5G06680	SPC98	162.67	0.18535	0.19542	0.94844	0.34291	0.99997	full_name=spindle pole body component 98. spindle pole body component 98. Encodes protein similar to yeast SCP98. Yeast SCP98 is essential for the microtubule nucleation activity of the gamma-tubulin ring complexes. Enriched at the post-cytokinetic cell edges in leaves and roots.
AT1G56690		20.895	-0.52643	0.55532	-0.94798	0.34314	0.99997	Pentatricopeptide repeat (PPR) superfamily protein.
AT5G43020		5.8118	0.89166	0.94087	0.9477	0.34328	0.99997	Leucine-rich repeat protein kinase family protein.
AT3G56590		22.383	0.48297	0.50969	0.94758	0.34334	0.99997	hydroxyproline-rich glycoprotein family protein.
AT3G58700		506.08	0.1172	0.12371	0.94733	0.34347	0.99997	Ribosomal L5P family protein.
AT2G02400		69.814	-0.25805	0.27241	-0.94727	0.3435	0.99997	NAD(P)-binding Rossmann-fold superfamily protein.
AT3G19615		29.024	-0.4095	0.43242	-0.947	0.34364	0.99997	beta-1,4-xylosidase.
AT1G07380	ATNCER1	178.09	0.17191	0.18153	0.94698	0.34365	0.99997	Neutral/alkaline non-lysosomal ceramidase.
AT5G12170	CLT3	43.113	-0.3135	0.33133	-0.94619	0.34405	0.99997	full_name=CRT (chloroquine-resistance transporter)-like transporter 3. CRT (chloroquine-resistance transporter)-like transporter 3. Encodes one of the CRT-Like transporters (CLT1/AT5G19380, CLT2/AT4G24460, CLT3/AT5G12170). Required for glutathione homeostasis and stress responses.  Mutants lacking these transporters are heavy metal-sensitive, glutathione(GSH)-deficient, and hypersensitive to Phytophthora infection.
AT4G28600	NPGR2	532.24	-0.12452	0.13161	-0.94611	0.34409	0.99997	full_name=no pollen germination related 2. no pollen germination related 2. encodes a calmodulin-binding protein that is expressed in pollen, suspension culture cells, flowers, and fruits.
AT2G02160	ATC3H17	1655.7	0.10598	0.11202	0.94607	0.34411	0.99997	CCCH-type zinc finger family protein.
AT1G15270		660.89	-0.13687	0.14474	-0.94565	0.34433	0.99997	Translation machinery associated TMA7.
AT1G64610		861.4	-0.092976	0.098325	-0.9456	0.34435	0.99997	Transducin/WD40 repeat-like superfamily protein.
AT5G33280	CLCG	149.34	0.20819	0.22018	0.94556	0.34437	0.99997	Voltage-gated chloride channel family protein.
AT4G37280	MRG1	297.92	-0.14789	0.15644	-0.94533	0.34449	0.99997	MRG family protein.
AT3G45900		772.68	-0.10481	0.11088	-0.94529	0.34451	0.99997	Ribonuclease P protein subunit P38-like protein.
AT1G72070		139.54	0.21349	0.22586	0.94523	0.34454	0.99997	Chaperone DnaJ-domain superfamily protein.
AT1G50010	TUA2	208.54	-0.16729	0.17699	-0.94519	0.34456	0.99997	full_name=tubulin alpha-2 chain. tubulin alpha-2 chain. Encodes alpha-2,4 tubulin.  TUA2 and TUA4 encode identical proteins.
AT5G20920	EIF2 BETA	2043	-0.084747	0.089673	-0.94507	0.34462	0.99997	full_name=eukaryotic translation initiation factor 2 beta subunit. eukaryotic translation initiation factor 2 beta subunit. protein synthesis initiation factor eIF2 beta
AT1G55970	HAC4	172.86	-0.16902	0.1789	-0.94479	0.34476	0.99997	full_name=histone acetyltransferase of the CBP family 4. histone acetyltransferase of the CBP family 4. HAC4 is most likely to  be an expressed pseudogene that lacks HAT function. there is a  single nucleotide deletion in both the HAC4 genomic and  cDNA sequences relative to its homologs. The resulting  frameshift within the open reading frame causes a  stop codon to occur within the predicted acetyltransferase  catalytic domain.
AT5G63390		5.7755	0.89908	0.95177	0.94464	0.34484	0.99997	O-fucosyltransferase family protein.
AT5G02645		5.7755	0.89908	0.95177	0.94464	0.34484	0.99997	
AT3G51520	DGAT2	136.44	-0.1941	0.20554	-0.94432	0.34501	0.99997	full_name=diacylglycerol acyltransferase 2. diacylglycerol acyltransferase family. Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.
AT5G06270	GIR1	45.44	0.36647	0.38808	0.9443	0.34502	0.99997	hypothetical protein.
AT5G61310		116.81	0.22012	0.23312	0.94425	0.34504	0.99997	Cytochrome c oxidase subunit Vc family protein.
AT1G62422		458.15	-0.13112	0.13887	-0.94421	0.34506	0.99997	hypothetical protein.
AT5G44060		60.761	-0.27671	0.29317	-0.94386	0.34524	0.99997	embryo sac development arrest protein.
AT2G34240		17.914	-0.53202	0.56371	-0.94378	0.34528	0.99997	ubiquitin carboxyl-terminal hydrolase-like protein, putative (Protein with domains of unknown function DUF627 and DUF632).
AT2G24520	HA5	103.49	0.20981	0.22233	0.9437	0.34532	0.99997	full_name=H(+)-ATPase 5. plasma membrane H+-ATPase.
AT2G45640	SAP18	744.89	-0.1717	0.18195	-0.9437	0.34532	0.99997	full_name=SIN3 associated polypeptide P18. SIN3 associated polypeptide P18. Involved in the regulation of salt  stress. Expression of  AtSAP18 is induced by NaCl, cold, drought,  ABA, and ethylene treatment. AtSAP18 and HDA19 associate with  ERF3 and ERF4 both in vitro and in vivo.
AT5G50230	ATG16	606.58	-0.10958	0.11613	-0.9436	0.34538	0.99997	Transducin/WD40 repeat-like superfamily protein.
AT3G61520		134.08	0.19274	0.20428	0.94353	0.34541	0.99997	Pentatricopeptide repeat (PPR) superfamily protein.
AT2G05765		7.1485	0.98426	1.0433	0.9434	0.34548	0.99997	snoRNA.
AT4G13330		33.383	0.45062	0.47766	0.94339	0.34548	0.99997	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein.
AT2G26530	AR781	109.43	-0.28639	0.30359	-0.94334	0.34551	0.99997	AR781, pheromone receptor-like protein (DUF1645). unknown function
AT4G13950	RALFL31	13.544	-0.55857	0.59217	-0.94326	0.34555	0.99997	full_name=ralf-like 31. ralf-like 31. Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.
AT1G21560		12.702	0.57848	0.6135	0.94292	0.34572	0.99997	hypothetical protein.
AT5G37830	OXP1	306.13	0.14658	0.15545	0.94291	0.34573	0.99997	full_name=oxoprolinase 1. oxoprolinase 1. Encodes a 5-oxoprolinase that acts in the glutathione degradation pathway and in 5-oxoproline metabolism.
AT2G13420		102.61	0.21062	0.22341	0.94273	0.34582	0.99997	pseudogene.
AT5G08300		243.9	0.14732	0.15627	0.94272	0.34583	0.99997	Succinyl-CoA ligase, alpha subunit.
AT1G48000	MYB112	13.804	-0.5635	0.59782	-0.94259	0.34589	0.99997	full_name=myb domain protein 112. myb domain protein 112. Encodes a putative transcription factor (MYB112).
AT3G54440		586.08	-0.10866	0.11528	-0.94259	0.34589	0.99997	glycoside hydrolase family 2 protein.
AT3G56740	UBAC2A	124.14	0.22403	0.23768	0.94258	0.34589	0.99997	Ubiquitin-associated (UBA) protein.
AT5G29000	PHL1	253.49	0.14305	0.15181	0.94228	0.34605	0.99997	full_name=PHR1-like 1. Homeodomain-like superfamily protein.
AT2G16870		13.934	0.55561	0.58975	0.9421	0.34614	0.99997	Disease resistance protein (TIR-NBS-LRR class) family.
AT3G18980	ETP1	759.72	0.1267	0.1345	0.94198	0.3462	0.99997	full_name=EIN2 targeting protein1. EIN2 targeting protein1.
AT3G02140	TMAC2	101.82	-0.21102	0.22402	-0.94196	0.34621	0.99997	full_name=TWO OR MORE ABRES-CONTAINING GENE 2. AFP2 (ABI five-binding protein 2) family protein. Encodes a protein that acts in the nucleus and is an important negative regulator of ABA and salt stress responses, and could play a critical role in controlling root elongation, floral initiation and starch degradation.
AT1G04790		589.45	-0.10674	0.11333	-0.9419	0.34624	0.99997	RING/U-box superfamily protein.
AT2G38360	PRA1.B4	45.997	-0.31495	0.33449	-0.9416	0.3464	0.99997	full_name=prenylated RAB acceptor 1.B4. prenylated RAB acceptor 1.B4.
AT5G04110	GYRB3	286.44	-0.16715	0.17752	-0.9416	0.3464	0.99997	full_name=DNA GYRASE B3. DNA GYRASE B3.
AT5G64080	XYP1	972.09	0.099766	0.10596	0.94158	0.34641	0.99997	full_name=xylogen protein 1. Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT1G63250		166.38	0.17769	0.18873	0.94151	0.34644	0.99997	DEA(D/H)-box RNA helicase family protein.
AT4G34290	SWIB3	404.61	0.1201	0.12757	0.94139	0.34651	0.99997	SWIB/MDM2 domain superfamily protein.
AT5G47390	MYBH	317.58	-0.14277	0.15171	-0.94108	0.34666	0.99997	myb-like transcription factor family protein. Encodes a circadian-regulated transcription factor which specifically controls cell expansion during leaf development by controlling ROS homeostasis.
AT2G37710	RLK	341.63	-0.14736	0.15659	-0.94103	0.34669	0.99997	full_name=receptor lectin kinase. receptor lectin kinase. Induced in response to Salicylic acid.
AT4G39610		11.89	0.69852	0.7423	0.94101	0.3467	0.99997	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617).
AT4G27150	SESA2	1113.3	0.30895	0.32833	0.94095	0.34673	0.99997	full_name=seed storage albumin 2. seed storage albumin 2.
AT2G45480	GRF9	765.86	0.10571	0.11237	0.94079	0.34681	0.99997	full_name=growth-regulating factor 9. growth-regulating factor 9. Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development.
AT3G19910	CTL18	1898.2	-0.082863	0.088083	-0.94074	0.34684	0.99997	RING/U-box superfamily protein.
AT5G60960	PNM1	425.96	0.12762	0.13567	0.94068	0.34687	0.99997	full_name=PPR protein localized to the nucleus and mitochondria 1. Pentatricopeptide repeat (PPR) superfamily protein. Encodes PNM1 (for PPR protein localized to the nucleus and mitochondria 1), a PPR protein that is dual localized to mitochondria and nuclei. Loss of PNM1 function in mitochondria, but not in nuclei, is lethal for the embryo. In mitochondria, it is associated with polysomes and may play a role in translation.
AT5G45610	SUV2	78.256	0.26197	0.27855	0.94048	0.34697	0.99997	full_name=SENSITIVE TO UV 2. protein dimerization. Encodes a homologue of the ATR-interacting protein ATRIP.  Mutant (named sensitive to UV2 or suv2) is UVB-hypersensitive and defective in DNA damage response.
AT3G54300	VAMP727	388.06	0.17755	0.18883	0.94025	0.34709	0.99997	full_name=vesicle-associated membrane protein 727. vesicle-associated membrane protein 727. Encodes a member of Synaptobrevin -like protein family. VAMP727 is a R-SNARE and interacts with SYP22/VTI11/SYP51. It is required for trafficking of storage proteins to the protein storage vacuoles (PSV) and also for PSV organization and biogenesis. Loss of function mutations have no phenotype but double mutants with SYP22 are embryo lethal.
AT5G08240		497.34	-0.12248	0.13027	-0.94019	0.34712	0.99997	transmembrane protein.
AT3G55830	EPC1	200.62	0.16413	0.1746	0.94002	0.34721	0.99997	full_name=ECTOPICALLY PARTING CELLS. Nucleotide-diphospho-sugar transferases superfamily protein. A member of the Glycosyltransferase Family 64, homologous to Poplar cambium-expressed GT64 gene.  The EPC1 protein plays a critical role during plant development in maintaining the integrity of organs via cell-cell adhesion, thereby providing mechanical strength and facilitating the movement of metabolites throughout the plant.
AT5G45730		33.404	-0.37068	0.39441	-0.93983	0.34731	0.99997	Cysteine/Histidine-rich C1 domain family protein.
AT1G28060	RDM16	475.84	-0.11553	0.12293	-0.9398	0.34732	0.99997	Pre-mRNA-splicing factor 3.
AT2G26030		240.25	-0.161	0.17132	-0.93973	0.34736	0.99997	F-box/RNI-like/FBD-like domains-containing protein.
AT2G23620	MES1	57.468	-0.29352	0.31238	-0.93964	0.3474	0.99997	full_name=methyl esterase 1. methyl esterase 1. Encodes a protein shown to have carboxylesterase activity, methyl salicylate esterase activity, methyl jasmonate esterase activity, and methyl IAA esterase activity in vitro. MES1 appears to be involved in MeSA hydrolysis in planta. Expression of MES1 can restore systemic acquired resistance in SAR-deficient tobacco plants. This protein does not act on MeGA4, or MEGA9 in vitro.
AT5G58540		342.37	0.12597	0.13406	0.93963	0.34741	0.99997	Protein kinase superfamily protein.
AT1G75630	AVA-P4	312.81	0.16813	0.17894	0.9396	0.34742	0.99997	full_name=vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4. vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4. vacuolar H+-pumping ATPase 16 kD proteolipid (ava-p) mRNA,
AT5G40490	HLP1	612.77	-0.13553	0.14429	-0.93929	0.34758	0.99997	RNA-binding (RRM/RBD/RNP motifs) family protein.
AT1G06060		328.59	-0.12924	0.13764	-0.93898	0.34774	0.99997	LisH and RanBPM domains containing protein.
AT2G27040	AGO4	390.45	-0.13344	0.14213	-0.93886	0.3478	0.99997	full_name=ARGONAUTE 4. Argonaute family protein. AGO4 is a member of a class of PAZ/PIWI domain containing proteins involved in siRNA mediated gene silencing.Loss of function mutations have reduced site specific CpNpG and CpHpH methylation and increased susceptibility to bacterial pathogens.
AT2G17787		668.14	-0.1049	0.11173	-0.93884	0.34781	0.99997	cylicin.
AT4G34030	MCCB	182.36	0.16139	0.17192	0.93873	0.34787	0.99997	full_name=3-methylcrotonyl-CoA carboxylase. 3-methylcrotonyl-CoA carboxylase. MCC-B is involved in leucine degradation in mitochondria. The active protein is a dimer of MCC-A and MCC-B. MCC-A is biotinylated whereas MCC-B is not.
AT3G60610		13.727	0.61746	0.65798	0.93841	0.34803	0.99997	pseudogene.
AT3G19250		71.621	0.26481	0.28222	0.93832	0.34808	0.99997	transmembrane protein, putative (DUF677).
AT4G12040	SAP7	1578.7	0.11639	0.1241	0.9379	0.3483	0.99997	full_name=stress-associated protein 7. A20/AN1-like zinc finger family protein.
AT2G45920		214.08	-0.15789	0.16836	-0.9378	0.34834	0.99997	U-box domain-containing protein.
AT5G45040	CYTC6A	228.39	-0.15683	0.16728	-0.93754	0.34848	0.99997	full_name=cytochrome c6A. Cytochrome c. Encodes a Class I cytochrome c family member possessing a high structural homology with photosynthetic cytochrome c(6) from cyanobacteria, but structurally and functionally distinct through the presence of a disulfide bond.
AT4G21890		9.9645	-0.64087	0.68371	-0.93734	0.34858	0.99997	zinc finger MYND domain protein.
AT3G55030	PGPS2	158.03	0.18347	0.19574	0.93729	0.34861	0.99997	full_name=phosphatidylglycerolphosphate synthase 2. phosphatidylglycerolphosphate synthase 2. Encodes a phosphatidylglycerolphosphate synthase.
AT2G41050		41.683	0.32271	0.34432	0.93723	0.34864	0.99997	PQ-loop repeat family protein / transmembrane family protein.
AT4G38280		149.7	0.18481	0.19725	0.93691	0.3488	0.99997	integral membrane hemolysin-III-like protein.
AT4G39600		16.432	0.53116	0.5671	0.93664	0.34895	0.99997	Galactose oxidase/kelch repeat superfamily protein.
AT1G05183		5.6575	-1.047	1.1179	-0.93664	0.34895	0.99997	Natural antisense transcript overlaps with AT1G15700.  Natural antisense transcript overlaps with AT1G15700
AT5G07870		10.914	0.62914	0.67194	0.93631	0.34912	0.99997	HXXXD-type acyl-transferase family protein.
AT4G02570	CUL1	5471.8	-0.066111	0.070615	-0.93622	0.34916	0.99997	full_name=cullin 1. cullin 1. Encodes a cullin that is a component of  SCF ubiquitin ligase complexes involved in mediating responses to auxin and jasmonic acid. Homozygous auxin-resistant mutants arrest growth soon after germination, lacking a root and hypocotyl.  Heterozygotes display a variety of phenotypes consistent with impaired auxin response.
AT3G04040		201.92	-0.16752	0.17895	-0.93611	0.34922	0.99997	transmembrane protein.
AT4G36810	GGPS1	10.488	0.6369	0.68043	0.93602	0.34926	0.99997	full_name=geranylgeranyl pyrophosphate synthase 1. geranylgeranyl pyrophosphate synthase 1. Encodes a protein with geranylgeranyl pyrophosphate synthase activity involved in isoprenoid biosynthesis. The enzyme appears to be targeted to the chloroplast in epidermal cells and guard cells of leaves, and in etioplasts in roots.
AT2G42780		378.11	0.121	0.12927	0.93601	0.34927	0.99997	transcription elongation factor B polypeptide.
AT2G21940	SK1	408.87	-0.12013	0.12834	-0.936	0.34927	0.99997	full_name=shikimate kinase 1. shikimate kinase 1. Encodes a shikimate kinase. Its transcripts appear to be expressed most highly in mature embryos and senescing leaves, and its transcript levels rise during heat stress and recovery. It is believed to be localized to the chloroplast.
AT4G21990	APR3	469.5	0.12945	0.13831	0.93594	0.3493	0.99997	full_name=APS reductase 3. APS reductase 3. Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily.  This protein also belongs to the adenosine 5'-phosphosulfate reductase-like (APRL) group.
AT1G62740	Hop2	1498.2	-0.090181	0.096355	-0.93592	0.34931	0.99997	full_name=Hop2. stress-inducible protein. Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.
AT5G28300	GT2L	1036.8	0.11716	0.12519	0.93584	0.34935	0.99997	Duplicated homeodomain-like superfamily protein. Encodes a Ca(2+)-dependent CaM-binding protein. AtGT2L specifically targets the nucleus and possesses both transcriptional activation and DNA-binding abilities, implicating its function as a nuclear transcription factor.
AT4G24840	COG2	337.96	0.13111	0.14015	0.93551	0.34953	0.99997	oligomeric golgi complex subunit-like protein.
AT4G18370	DEG5	14.478	-0.60128	0.64282	-0.93539	0.34959	0.99997	full_name=degradation of periplasmic proteins 5. DEGP protease 5. Encodes DEG5.  Forms a hexamer with DEG8 in the thylakoid lumen.  Involved in the cleavage of photodamaged D2 protein of photosystem II (PSII).
AT5G03230		28.461	0.3857	0.4124	0.93526	0.34966	0.99997	senescence regulator (Protein of unknown function, DUF584).
AT5G22060	J2	1173.7	0.084871	0.090764	0.93507	0.34975	0.99997	full_name=DNAJ homologue 2. DNAJ homologue 2. Co-chaperonin similar to E. coli DnaJ
AT5G15460	MUB2	52.115	-0.31062	0.33231	-0.93475	0.34992	0.99997	full_name=membrane-anchored ubiquitin-fold protein 2. membrane-anchored ubiquitin-fold protein 2.
AT5G50700	HSD1	80542	-0.10709	0.11461	-0.93441	0.35009	0.99997	full_name=hydroxysteroid dehydrogenase 1. hydroxysteroid dehydrogenase 1. Encodes a hydroxysteroid dehydrogenase HSD1.  Two copies of HSD1 (At5g50600 and At5g50700) exist in the Arabidopsis genome as a result of an exact 33-kb duplication on chromosome 5 encompassing seven genes.  There are five homologs of HSD1 in Arabidopsis (HSD2-At3g47350, HSD3-At3g47360, HSD4-At5g50590, HSD4-At5g50690 and HSD6-At5g50770; HSD4 has two copies due to the same gene duplication event occurred to HSD1) (Plant Cell Physiology 50:1463). At5g50690 is also named as HSD7 (Plant Physiology 145:87).  HSD1 is identified from the proteome of oil bodies from mature seeds.  Transcription of HSD1 is specifically and highly induced in oil-accumulating tissues of mature seeds; transcript disappears during germination.
ATCG00660	RPL20	10.188	0.7625	0.81612	0.9343	0.35015	0.99997	full_name=ribosomal protein L20. ribosomal protein L20. encodes a chloroplast ribosomal protein L20, a constituent of the large subunit of the ribosomal complex
AT1G43770		134.87	0.19131	0.20483	0.934	0.3503	0.99997	RING/FYVE/PHD zinc finger superfamily protein.
AT2G03540		64.295	-0.35206	0.37697	-0.93393	0.35034	0.99997	transposable_element_gene.
AT5G50600	HSD1	80540	-0.10704	0.11461	-0.93391	0.35035	0.99997	full_name=hydroxysteroid dehydrogenase 1. hydroxysteroid dehydrogenase 1. Encodes a hydroxysteroid dehydrogenase shown to act as a NADP+-dependent 11&beta;-,17&beta;-hydroxysteroid dehydrogenase/17&beta;-ketosteroid reductase called HSD1.  Two copies of HSD1 (At5g50600 and At5g50700) exist in the Arabidopsis genome as a result of an exact 33-kb duplication on chromosome 5 encompassing seven genes.  There are five homologs of HSD1 in Arabidopsis (HSD2-At3g47350, HSD3-At3g47360, HSD4-At5g50590, HSD4-At5g50690 and HSD6-At5g50770; HSD4 has two copies due to the same gene duplication event occurred to HSD1) (Plant Cell Physiology 50:1463). At5g50690 is also named as HSD7 (Plant Physiology 145:87).  HSD1 is identified from the proteome of oil bodies from mature seeds.  Transcription of HSD1 is specifically and highly induced in oil-accumulating tissues of mature seeds; transcript disappears during germination. To date, the endogenous substrates of this enzyme are not known.
AT3G06190	BPM2	1198.8	-0.085351	0.0914	-0.93382	0.3504	0.99997	full_name=BTB-POZ and MATH domain 2. BTB-POZ and MATH domain 2. Encodes a member of the MATH-BTB domain proteins (BPMs) that directly interact with and target for proteasomal degradation the class I homeobox-leucine zipper (HD-ZIP) transcription factor ATHB6. Known members include AT5G19000 (BPM1), AT3G06190 (BPM2), AT2G39760 (BPM3), AT3G03740 (BPM4), AT5G21010 (BPM5) and AT3G43700 (BPM6).
AT2G17290	CPK6	237.78	0.15042	0.16111	0.93365	0.35048	0.99997	full_name=calcium dependent protein kinase 6. Calcium-dependent protein kinase family protein. Encodes calcium dependent protein kinase 6 (CPK6), a member of the Arabidopsis CDPK gene family.  CDPKs contain an intrinsic Ca2+-activation domain with four EF hand Ca2+-binding sites.  CDPKs protein kinases have been proposed to function in multiple plant signal transduction pathways downstream of [Ca2+]cyt elevations, thus transducing various physiological responses.  CPK6 is expressed in both guard cells and mesophyll cells.  Functions in guard cell ion channel regulation.   ABA and Ca(2+) activation of slow-type anion channels and, interestingly, ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells.  Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles.  The protein kinase CPK6 is shown in biochemical assays to be directly activated by elevations in calcium concentrations in the physiological range (Laanements et al., 2013 PlantPhys.; PMID: 23766366). These data correlate with the in vivo function of CPK6 in Ca2+ and ABA activation of S-type anion channels (Mori et al., 2006 PLoS Biol.;  PMID: 17032064) and the ability of CPK6 to mediate ABA activation of SLAC1 (Brandt et al., 2012 PNAS; PMID: 22689970).
AT1G23880		21.16	0.49496	0.53016	0.93361	0.3505	0.99997	NHL domain-containing protein.
AT3G53130	LUT1	78.755	-0.26055	0.27913	-0.93345	0.35059	0.99997	full_name=LUTEIN DEFICIENT 1. Cytochrome P450 superfamily protein. Lutein-deficient 1 (LUT1) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Involved in epsilon ring hydroxylation. Maps at 67.3 cM on chromosome 3.
AT5G63810	BGAL10	17.41	0.66487	0.7123	0.9334	0.35061	0.99997	full_name=beta-galactosidase 10. beta-galactosidase 10. member of Glycoside Hydrolase Family 35
AT1G53650	CID8	28.545	0.39377	0.42189	0.93336	0.35063	0.99997	full_name=CTC-interacting domain 8. CTC-interacting domain 8. RNA-binding protein, putative, similar to RNA-binding protein GB:AAA86641 GI:1174153 from (Arabidopsis thaliana).Contains PAB2 domain which facilitates binding to PABC proteins.
AT2G30700		457.44	0.11756	0.12596	0.93334	0.35064	0.99997	GPI-anchored protein.
AT1G17280	UBC34	548.84	-0.12367	0.13252	-0.93325	0.35069	0.99997	full_name=ubiquitin-conjugating enzyme 34. ubiquitin-conjugating enzyme 34.
AT1G70140	FH8	458.94	-0.12537	0.13436	-0.93315	0.35074	0.99997	full_name=formin 8. formin 8. Encodes a group I formin. Binds to F-actin barbed ends. Has severing actin filaments activity. Binds profilin. Involved in the initiation and tip growth of root hairs through regulation of actin cytoskeleton.
AT5G04290	KTF1	482.07	-0.15715	0.16843	-0.93302	0.35081	0.99997	full_name=kow domain-containing transcription factor 1. kow domain-containing transcription factor 1. Encodes SPT5-Like, a member of the nuclear SPT5 (Suppressor of Ty insertion 5) RNA polymerase (RNAP) elongation factor family that is characterized by the presence of a carboxy-terminal extension with more than 40 WG/GW motifs.  Interacts with AGO4. Required for RNA-directed DNA methylation.
AT1G54860		14723	-0.10162	0.10892	-0.93297	0.35084	0.99997	Glycoprotein membrane precursor GPI-anchored.
AT4G37740	GRF2	60.776	0.27049	0.28994	0.93293	0.35086	0.99997	full_name=growth-regulating factor 2. growth-regulating factor 2. Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Mutants result in smaller leaves indicating the role of the gene in leaf development. Expressed in root, shoot and flower
ATMG01390	rrn18	2763.8	0.61531	0.65968	0.93275	0.35095	0.99997	
AT2G39390		672.93	0.11818	0.12675	0.93243	0.35111	0.99997	Ribosomal L29 family protein.
AT4G39220	ATRER1A	388.32	0.12083	0.12962	0.93214	0.35126	0.99997	Rer1 family protein. Key player of retrieval of ER membrane proteins
AT2G17640	ATSERAT3;1	734.3	-0.0953	0.10226	-0.93193	0.35138	0.99997	Trimeric LpxA-like enzymes superfamily protein. Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system. Expression is induced after long-term sulfur starvation.
AT3G61800	UVSSA	306.4	-0.14366	0.15418	-0.93177	0.35145	0.99997	ENTH/VHS protein.
AT2G42290		43.183	0.34768	0.37327	0.93144	0.35163	0.99997	Leucine-rich repeat protein kinase family protein.
